id,person_id,planet1_name,planet2_name,aspect_type,degree_difference
7976,1362,Сатурн,Уран,Тригон,117.2
7977,1362,Нептун,Плутон,Секстиль,61.6
7978,1363,Луна,Меркурий,Квадрат,90.8
7979,1363,Луна,Марс,Конъюнкция,2.6
7980,1363,Венера,Юпитер,Секстиль,59.1
7981,1363,Юпитер,Плутон,Тригон,122.8
7982,1363,Нептун,Плутон,Тригон,119.4
7983,1364,Солнце,Уран,Секстиль,58.9
7984,1364,Марс,Нептун,Квадрат,92.8
7985,1364,Сатурн,Плутон,Секстиль,61.1
7986,1365,Луна,Марс,Квадрат,87.7
7987,1365,Меркурий,Уран,Секстиль,61.1
7988,1365,Венера,Юпитер,Конъюнкция,0.2
7989,1365,Марс,Нептун,Тригон,120.2
7990,1365,Сатурн,Нептун,Квадрат,89.5
7991,1366,Солнце,Марс,Конъюнкция,1.3
7992,1366,Меркурий,Плутон,Квадрат,89.6
7993,1366,Венера,Уран,Тригон,118.1
7994,1366,Венера,Нептун,Секстиль,61.8
7995,1366,Юпитер,Уран,Квадрат,90.2
7996,1366,Юпитер,Нептун,Квадрат,89.7
7997,1366,Уран,Нептун,Оппозиция,179.9
7998,1367,Солнце,Юпитер,Конъюнкция,2.5
7999,1367,Солнце,Нептун,Секстиль,61.7
8000,1367,Венера,Сатурн,Оппозиция,178.6
8001,1368,Солнце,Меркурий,Конъюнкция,1.2
8002,1368,Венера,Марс,Конъюнкция,0.6
8003,1368,Уран,Плутон,Конъюнкция,0.4
8004,1369,Солнце,Сатурн,Секстиль,59.5
8005,1369,Луна,Уран,Секстиль,60
8006,1369,Меркурий,Плутон,Секстиль,59.8
8007,1369,Марс,Уран,Квадрат,88.5
8008,1370,Солнце,Луна,Квадрат,89
8009,1370,Солнце,Плутон,Тригон,117.1
8010,1370,Луна,Юпитер,Тригон,118.8
8011,1370,Меркурий,Нептун,Секстиль,62.6
8012,1370,Венера,Сатурн,Секстиль,62.6
8013,1371,Меркурий,Венера,Секстиль,60.8
8014,1371,Венера,Нептун,Квадрат,93
8015,1371,Юпитер,Уран,Оппозиция,180
8016,1371,Сатурн,Нептун,Тригон,119.4
8017,1372,Солнце,Сатурн,Секстиль,58.7
8018,1372,Венера,Плутон,Конъюнкция,1.1
8019,1372,Марс,Уран,Тригон,120.8
8020,1373,Луна,Меркурий,Квадрат,91.8
8021,1373,Луна,Сатурн,Оппозиция,179.4
8022,1373,Луна,Нептун,Тригон,119.3
8023,1373,Меркурий,Сатурн,Квадрат,87.6
8024,1373,Марс,Юпитер,Тригон,119.3
8025,1373,Марс,Уран,Конъюнкция,1.4
8026,1373,Марс,Плутон,Тригон,118.5
8027,1373,Юпитер,Уран,Тригон,117.8
8028,1373,Юпитер,Плутон,Тригон,122.2
8029,1373,Сатурн,Нептун,Секстиль,61.3
8030,1373,Уран,Плутон,Тригон,120
8031,1374,Солнце,Юпитер,Конъюнкция,1.6
8032,1374,Солнце,Плутон,Тригон,122
8033,1374,Луна,Марс,Квадрат,87.4
8034,1374,Луна,Юпитер,Конъюнкция,2.8
8035,1374,Луна,Сатурн,Квадрат,90
8036,1374,Меркурий,Уран,Конъюнкция,0.9
8037,1374,Венера,Марс,Секстиль,58.8
8038,1374,Венера,Сатурн,Тригон,118.6
8039,1374,Марс,Сатурн,Оппозиция,177.5
8040,1374,Юпитер,Сатурн,Квадрат,92.9
8041,1375,Солнце,Меркурий,Конъюнкция,0
8042,1375,Юпитер,Уран,Квадрат,90.1
8043,1376,Солнце,Луна,Квадрат,89
8044,1376,Солнце,Меркурий,Конъюнкция,1.6
8045,1376,Солнце,Сатурн,Секстиль,61.2
8046,1376,Солнце,Плутон,Конъюнкция,0.4
8047,1376,Луна,Меркурий,Квадрат,87.3
8048,1376,Луна,Нептун,Оппозиция,178
8049,1376,Луна,Плутон,Квадрат,88.6
8050,1376,Меркурий,Сатурн,Секстиль,62.9
8051,1376,Меркурий,Плутон,Конъюнкция,1.3
8052,1376,Венера,Уран,Квадрат,90.8
8053,1376,Юпитер,Уран,Тригон,118.5
8054,1376,Сатурн,Плутон,Секстиль,61.6
8055,1377,Солнце,Уран,Оппозиция,177.7
8056,1377,Луна,Нептун,Тригон,122.7
8057,1377,Венера,Плутон,Секстиль,58.8
8058,1377,Марс,Юпитер,Квадрат,91.2
8059,1378,Луна,Юпитер,Квадрат,91
8060,1378,Меркурий,Венера,Секстиль,59.8
8061,1378,Юпитер,Уран,Секстиль,57.3
8062,1378,Юпитер,Нептун,Тригон,119.6
8063,1378,Уран,Нептун,Секстиль,62.3
8064,1378,Уран,Плутон,Конъюнкция,2.9
8065,1379,Солнце,Плутон,Тригон,117.7
8066,1379,Венера,Юпитер,Секстиль,59.5
8067,1379,Венера,Сатурн,Тригон,118.2
8068,1379,Венера,Нептун,Тригон,122.6
8069,1379,Юпитер,Сатурн,Оппозиция,177.6
8070,1379,Сатурн,Нептун,Тригон,119.2
8071,1380,Солнце,Луна,Тригон,120
8072,1380,Солнце,Сатурн,Оппозиция,177.9
8073,1380,Луна,Сатурн,Секстиль,57.9
8074,1380,Меркурий,Юпитер,Секстиль,59.1
8075,1380,Венера,Уран,Квадрат,92.1
8076,1380,Марс,Плутон,Конъюнкция,1.6
8077,1381,Меркурий,Марс,Конъюнкция,0.9
8078,1381,Венера,Юпитер,Секстиль,57.5
8079,1381,Венера,Плутон,Тригон,121.2
8080,1381,Юпитер,Сатурн,Секстиль,61.1
8081,1381,Юпитер,Плутон,Оппозиция,178.6
8082,1381,Сатурн,Плутон,Тригон,117.6
8083,1382,Луна,Плутон,Оппозиция,178.6
8084,1382,Марс,Юпитер,Квадрат,87.1
8085,1383,Солнце,Сатурн,Оппозиция,179.1
8086,1383,Солнце,Нептун,Тригон,117.9
8087,1383,Луна,Юпитер,Оппозиция,179
8088,1383,Меркурий,Нептун,Тригон,121.8
8089,1383,Марс,Уран,Квадрат,87.9
8090,1383,Сатурн,Нептун,Секстиль,61.2
8091,1384,Луна,Венера,Секстиль,61
8092,1384,Меркурий,Юпитер,Секстиль,61.4
8093,1384,Меркурий,Уран,Тригон,119.6
8094,1384,Марс,Сатурн,Секстиль,62.9
8095,1384,Юпитер,Уран,Секстиль,58.2
8096,1385,Солнце,Сатурн,Оппозиция,178
8097,1385,Солнце,Плутон,Конъюнкция,2.9
8098,1385,Меркурий,Сатурн,Оппозиция,178.9
8099,1385,Венера,Плутон,Конъюнкция,2.8
8100,1386,Луна,Юпитер,Квадрат,90.7
8101,1386,Марс,Нептун,Тригон,121.3
8102,1386,Марс,Плутон,Секстиль,57.7
8103,1386,Сатурн,Плутон,Квадрат,87.2
8104,1387,Солнце,Луна,Оппозиция,179.6
8105,1387,Солнце,Нептун,Тригон,121.3
8106,1387,Луна,Марс,Оппозиция,177
8107,1387,Луна,Нептун,Секстиль,58.3
8108,1387,Меркурий,Плутон,Квадрат,88.9
8109,1387,Венера,Плутон,Тригон,119.9
8110,1387,Сатурн,Уран,Секстиль,61.1
8111,1388,Луна,Нептун,Тригон,121.8
8112,1388,Луна,Плутон,Оппозиция,177.8
8113,1388,Меркурий,Сатурн,Оппозиция,177.5
8114,1388,Нептун,Плутон,Секстиль,60.4
8115,1389,Солнце,Сатурн,Конъюнкция,1.7
8116,1389,Солнце,Уран,Тригон,118.1
8117,1389,Луна,Меркурий,Квадрат,88.8
8118,1389,Луна,Венера,Секстиль,58.2
8119,1389,Луна,Плутон,Тригон,118.9
8120,1389,Венера,Плутон,Секстиль,60.7
8121,1389,Марс,Юпитер,Квадрат,87.6
8122,1389,Сатурн,Уран,Тригон,119.8
8123,1390,Солнце,Нептун,Оппозиция,178.8
8124,1390,Луна,Марс,Секстиль,57.4
8125,1390,Луна,Сатурн,Тригон,118.6
8126,1390,Луна,Уран,Квадрат,90.1
8127,1390,Меркурий,Уран,Тригон,122.9
8128,1390,Меркурий,Плутон,Тригон,117.1
8129,1391,Солнце,Марс,Оппозиция,178.9
8130,1391,Солнце,Сатурн,Секстиль,59.5
8131,1391,Луна,Нептун,Квадрат,91.1
8132,1391,Венера,Сатурн,Квадрат,87.8
8133,1391,Марс,Сатурн,Тригон,119.4
8134,1392,Луна,Марс,Секстиль,59.7
8135,1392,Луна,Сатурн,Оппозиция,179.5
8136,1392,Меркурий,Нептун,Квадрат,87.6
8137,1392,Венера,Нептун,Тригон,122
8138,1392,Венера,Плутон,Секстиль,60.5
8139,1392,Марс,Сатурн,Тригон,119.8
8140,1392,Нептун,Плутон,Секстиль,61.5
8141,1393,Солнце,Юпитер,Секстиль,60.1
8142,1393,Солнце,Уран,Тригон,119.4
8143,1393,Луна,Марс,Секстиль,61.1
8144,1393,Луна,Плутон,Конъюнкция,1.2
8145,1393,Венера,Нептун,Секстиль,62.3
8146,1393,Марс,Плутон,Секстиль,59.9
8147,1393,Юпитер,Уран,Секстиль,59.3
8148,1394,Солнце,Меркурий,Конъюнкция,2.4
8149,1394,Солнце,Венера,Конъюнкция,2.8
8150,1394,Солнце,Нептун,Квадрат,91.8
8151,1394,Луна,Уран,Конъюнкция,0.2
8152,1394,Венера,Нептун,Квадрат,89.1
8153,1394,Нептун,Плутон,Секстиль,61.6
8154,1395,Луна,Юпитер,Секстиль,61.1
8155,1395,Марс,Сатурн,Конъюнкция,2.8
8156,1396,Солнце,Марс,Квадрат,90.2
8157,1396,Луна,Сатурн,Секстиль,60.3
8158,1396,Меркурий,Юпитер,Квадрат,90.3
8159,1396,Меркурий,Уран,Оппозиция,179.3
8160,1396,Юпитер,Уран,Квадрат,90.4
8161,1397,Луна,Марс,Конъюнкция,0.3
8162,1397,Меркурий,Нептун,Секстиль,62.2
8163,1397,Венера,Сатурн,Тригон,121.7
8164,1397,Венера,Уран,Оппозиция,178.3
8165,1397,Юпитер,Сатурн,Квадрат,92.3
8166,1397,Сатурн,Уран,Секстиль,60
8167,1398,Солнце,Меркурий,Конъюнкция,0.3
8168,1398,Венера,Юпитер,Конъюнкция,2.7
8169,1398,Венера,Сатурн,Квадрат,87.9
8170,1398,Венера,Плутон,Секстиль,61.4
8171,1398,Марс,Юпитер,Квадрат,87.3
8172,1398,Марс,Уран,Оппозиция,179.8
8173,1398,Юпитер,Уран,Квадрат,93
8174,1398,Юпитер,Нептун,Секстиль,57.9
8175,1399,Солнце,Юпитер,Оппозиция,177.4
8176,1399,Солнце,Нептун,Тригон,121.8
8177,1399,Луна,Марс,Секстиль,62.9
8178,1399,Юпитер,Нептун,Секстиль,60.9
8179,1400,Солнце,Луна,Оппозиция,179.5
8180,1400,Солнце,Уран,Оппозиция,177.8
8181,1400,Солнце,Плутон,Секстиль,57.2
8182,1400,Луна,Уран,Конъюнкция,1.7
8183,1400,Меркурий,Марс,Квадрат,90.4
8184,1401,Солнце,Уран,Секстиль,59.9
8185,1401,Солнце,Нептун,Оппозиция,178.7
8186,1401,Луна,Венера,Секстиль,60.6
8187,1401,Луна,Юпитер,Секстиль,59
8188,1401,Венера,Юпитер,Тригон,119.6
8189,1401,Марс,Плутон,Секстиль,57
8190,1401,Сатурн,Уран,Конъюнкция,2.9
8191,1401,Уран,Нептун,Тригон,121.4
8192,1402,Луна,Нептун,Квадрат,91.4
8193,1402,Меркурий,Венера,Конъюнкция,2.1
8194,1402,Меркурий,Уран,Квадрат,87.6
8195,1402,Меркурий,Нептун,Секстиль,59.2
8196,1402,Венера,Нептун,Секстиль,61.4
8197,1402,Юпитер,Сатурн,Оппозиция,179.5
8198,1403,Луна,Уран,Секстиль,58.8
8199,1403,Меркурий,Юпитер,Конъюнкция,2
8200,1403,Нептун,Плутон,Секстиль,60.4
8201,1404,Солнце,Марс,Конъюнкция,1.7
8202,1404,Луна,Меркурий,Конъюнкция,0.7
8203,1404,Меркурий,Уран,Тригон,122.8
8204,1404,Юпитер,Плутон,Секстиль,60.9
8205,1405,Луна,Уран,Секстиль,60.3
8206,1405,Меркурий,Нептун,Квадрат,90.4
8207,1405,Венера,Сатурн,Секстиль,61
8208,1405,Юпитер,Сатурн,Квадрат,89.4
8209,1406,Солнце,Луна,Тригон,118.3
8210,1406,Солнце,Меркурий,Конъюнкция,1
8211,1406,Луна,Меркурий,Тригон,119.3
8212,1406,Юпитер,Уран,Квадрат,92.8
8213,1406,Уран,Нептун,Квадрат,89.1
8214,1406,Уран,Плутон,Секстиль,59
8215,1407,Солнце,Луна,Секстиль,61.5
8216,1407,Луна,Меркурий,Квадрат,87
8217,1407,Луна,Нептун,Тригон,122.1
8218,1407,Венера,Юпитер,Квадрат,88.7
8219,1407,Марс,Уран,Квадрат,90.2
8220,1407,Нептун,Плутон,Секстиль,58.4
8221,1408,Солнце,Сатурн,Оппозиция,178
8222,1408,Меркурий,Плутон,Секстиль,61.8
8223,1408,Венера,Марс,Квадрат,90.1
8224,1408,Марс,Нептун,Секстиль,57.5
8225,1408,Нептун,Плутон,Секстиль,62.1
8226,1409,Луна,Плутон,Тригон,119
8227,1409,Меркурий,Марс,Секстиль,62.1
8228,1409,Меркурий,Юпитер,Оппозиция,177.2
8229,1409,Меркурий,Уран,Тригон,119.6
8230,1409,Венера,Марс,Квадрат,90.9
8231,1409,Венера,Уран,Квадрат,90.8
8232,1409,Марс,Юпитер,Тригон,120.7
8233,1409,Марс,Уран,Оппозиция,178.3
8234,1409,Юпитер,Уран,Секстиль,57.6
8235,1410,Меркурий,Нептун,Секстиль,58.2
8236,1410,Юпитер,Сатурн,Квадрат,90.6
8237,1410,Сатурн,Нептун,Тригон,122.7
8238,1411,Солнце,Луна,Секстиль,58.6
8239,1411,Меркурий,Нептун,Тригон,120.8
8240,1411,Венера,Уран,Конъюнкция,2.8
8241,1411,Юпитер,Сатурн,Квадрат,91.4
8242,1411,Юпитер,Нептун,Оппозиция,177.3
8243,1411,Сатурн,Нептун,Квадрат,91.3
8244,1412,Меркурий,Марс,Тригон,118.6
8245,1412,Меркурий,Нептун,Конъюнкция,1.1
8246,1412,Венера,Юпитер,Квадрат,89.8
8247,1412,Венера,Уран,Секстиль,58.8
8248,1412,Марс,Сатурн,Тригон,122.6
8249,1412,Марс,Нептун,Тригон,119.7
8250,1412,Сатурн,Нептун,Конъюнкция,2.9
8251,1413,Луна,Марс,Секстиль,59.2
8252,1413,Луна,Юпитер,Тригон,121.6
8253,1413,Луна,Нептун,Квадрат,89.2
8254,1413,Меркурий,Марс,Квадрат,92.8
8255,1413,Меркурий,Юпитер,Квадрат,88
8256,1413,Марс,Юпитер,Оппозиция,179.3
8257,1413,Сатурн,Уран,Тригон,119.7
8258,1413,Нептун,Плутон,Секстиль,61.2
8259,1414,Солнце,Луна,Оппозиция,179.2
8260,1414,Солнце,Сатурн,Оппозиция,177.1
8261,1414,Луна,Сатурн,Конъюнкция,2.1
8262,1414,Венера,Марс,Тригон,117.2
8263,1414,Нептун,Плутон,Секстиль,60.4
8264,1415,Солнце,Уран,Оппозиция,177.2
8265,1415,Луна,Юпитер,Квадрат,91.8
8266,1415,Меркурий,Плутон,Оппозиция,177.5
8267,1415,Венера,Сатурн,Конъюнкция,0.3
8268,1415,Юпитер,Уран,Конъюнкция,1.2
8269,1415,Юпитер,Нептун,Секстиль,57.9
8270,1416,Солнце,Меркурий,Конъюнкция,2.4
8271,1416,Луна,Марс,Секстиль,61.6
8272,1416,Луна,Юпитер,Тригон,118.6
8273,1416,Луна,Уран,Секстиль,57.2
8274,1416,Меркурий,Плутон,Квадрат,91.4
8275,1416,Венера,Нептун,Тригон,121.5
8276,1416,Марс,Уран,Тригон,118.9
8277,1416,Юпитер,Сатурн,Тригон,118.3
8278,1416,Сатурн,Нептун,Тригон,122.1
8279,1417,Луна,Сатурн,Конъюнкция,1.4
8280,1417,Марс,Нептун,Квадрат,92.7
8281,1417,Юпитер,Плутон,Тригон,120.1
8282,1418,Меркурий,Уран,Оппозиция,179.7
8283,1418,Венера,Юпитер,Секстиль,58.8
8284,1418,Марс,Сатурн,Квадрат,88.3
8285,1418,Юпитер,Уран,Квадрат,87.1
8286,1418,Сатурн,Плутон,Секстиль,61.4
8287,1418,Нептун,Плутон,Секстиль,62.1
8288,1419,Луна,Юпитер,Секстиль,60.7
8289,1419,Луна,Сатурн,Квадрат,88.8
8290,1419,Луна,Плутон,Конъюнкция,2.7
8291,1419,Венера,Сатурн,Секстиль,62.3
8292,1419,Венера,Уран,Конъюнкция,2.4
8293,1419,Марс,Юпитер,Секстиль,62.5
8294,1419,Марс,Нептун,Секстиль,59.9
8295,1419,Марс,Плутон,Тригон,120.4
8296,1419,Юпитер,Нептун,Конъюнкция,2.6
8297,1419,Юпитер,Плутон,Секстиль,57.9
8298,1419,Нептун,Плутон,Секстиль,60.5
8299,1421,Солнце,Луна,Оппозиция,177.1
8300,1421,Солнце,Нептун,Квадрат,90.8
8301,1421,Меркурий,Марс,Оппозиция,179.4
8302,1421,Юпитер,Уран,Секстиль,61.6
8303,1422,Луна,Уран,Квадрат,90
8304,1422,Меркурий,Венера,Конъюнкция,1.9
8305,1422,Меркурий,Юпитер,Тригон,120.4
8306,1422,Венера,Юпитер,Тригон,118.4
8307,1422,Венера,Плутон,Секстиль,62.1
8308,1422,Сатурн,Плутон,Квадрат,90
8309,1422,Нептун,Плутон,Секстиль,62
8310,1423,Луна,Нептун,Конъюнкция,1.4
8311,1423,Меркурий,Нептун,Секстиль,57
8312,1423,Меркурий,Плутон,Конъюнкция,1.6
8313,1423,Венера,Юпитер,Секстиль,57.7
8314,1423,Венера,Уран,Секстиль,61.3
8315,1423,Юпитер,Уран,Тригон,119
8316,1424,Меркурий,Уран,Тригон,119.7
8317,1424,Венера,Марс,Квадрат,88.8
8318,1424,Венера,Юпитер,Квадрат,89.6
8319,1424,Венера,Нептун,Конъюнкция,0.3
8320,1424,Марс,Юпитер,Оппозиция,178.4
8321,1424,Марс,Нептун,Квадрат,89.1
8322,1424,Марс,Плутон,Тригон,118.8
8323,1424,Юпитер,Нептун,Квадрат,89.3
8324,1424,Юпитер,Плутон,Секстиль,59.5
8325,1425,Солнце,Юпитер,Секстиль,61.6
8326,1425,Луна,Марс,Тригон,122.7
8327,1425,Луна,Плутон,Квадрат,87
8328,1425,Меркурий,Марс,Тригон,117.5
8329,1425,Венера,Плутон,Тригон,120.8
8330,1425,Сатурн,Уран,Секстиль,61.5
8331,1425,Нептун,Плутон,Квадрат,90.7
8332,1426,Луна,Уран,Оппозиция,178.5
8333,1426,Марс,Юпитер,Конъюнкция,2.9
8334,1426,Марс,Плутон,Секстиль,58
8335,1426,Юпитер,Плутон,Секстиль,60.9
8336,1426,Уран,Плутон,Квадрат,92.6
8337,1427,Солнце,Нептун,Тригон,120.6
8338,1427,Солнце,Плутон,Секстиль,58.7
8339,1427,Луна,Сатурн,Квадрат,92.1
8340,1427,Марс,Уран,Тригон,118
8341,1427,Юпитер,Сатурн,Секстиль,59.9
8342,1427,Нептун,Плутон,Секстиль,61.9
8343,1428,Луна,Марс,Секстиль,61.8
8344,1428,Луна,Нептун,Тригон,119.4
8345,1428,Луна,Плутон,Тригон,119.4
8346,1428,Меркурий,Уран,Конъюнкция,2.7
8347,1428,Марс,Сатурн,Квадрат,89.1
8348,1428,Марс,Уран,Квадрат,92.4
8349,1428,Марс,Нептун,Оппозиция,178.9
8350,1428,Марс,Плутон,Секстиль,57.7
8351,1428,Сатурн,Уран,Оппозиция,178.6
8352,1428,Сатурн,Нептун,Квадрат,89.8
8353,1428,Уран,Нептун,Квадрат,88.7
8354,1428,Нептун,Плутон,Тригон,121.2
8355,1429,Солнце,Луна,Тригон,117.6
8356,1429,Солнце,Нептун,Секстиль,59.8
8357,1429,Солнце,Плутон,Тригон,122.7
8358,1429,Луна,Сатурн,Конъюнкция,2.6
8359,1429,Луна,Нептун,Оппозиция,177.4
8360,1429,Луна,Плутон,Тригон,119.7
8361,1429,Меркурий,Марс,Квадрат,89.5
8362,1429,Меркурий,Уран,Квадрат,91.5
8363,1429,Марс,Уран,Оппозиция,178.9
8364,1429,Сатурн,Плутон,Тригон,122.3
8365,1429,Нептун,Плутон,Секстиль,62.8
8366,1430,Луна,Меркурий,Секстиль,59
8367,1430,Луна,Нептун,Конъюнкция,2.8
8368,1430,Меркурий,Нептун,Секстиль,61.7
8369,1430,Венера,Марс,Секстиль,59.8
8370,1430,Венера,Сатурн,Конъюнкция,0.7
8371,1430,Венера,Уран,Секстиль,61.7
8372,1430,Марс,Сатурн,Секстиль,60.5
8373,1430,Марс,Уран,Конъюнкция,2
8374,1430,Сатурн,Уран,Секстиль,62.5
8375,1431,Солнце,Уран,Тригон,122.4
8376,1431,Солнце,Нептун,Квадрат,90.4
8377,1431,Солнце,Плутон,Квадрат,92.3
8378,1431,Луна,Марс,Тригон,119.5
8379,1431,Венера,Марс,Квадрат,92.9
8380,1431,Венера,Сатурн,Тригон,122.5
8381,1431,Нептун,Плутон,Конъюнкция,1.9
8382,1432,Венера,Юпитер,Конъюнкция,0.7
8383,1432,Венера,Нептун,Квадрат,87.1
8384,1432,Венера,Плутон,Квадрат,88.6
8385,1432,Юпитер,Нептун,Квадрат,87.8
8386,1432,Юпитер,Плутон,Квадрат,89.3
8387,1432,Нептун,Плутон,Конъюнкция,1.5
8388,1433,Луна,Уран,Квадрат,88.3
8389,1433,Меркурий,Нептун,Тригон,119
8390,1433,Меркурий,Плутон,Оппозиция,178.8
8391,1433,Венера,Уран,Тригон,117.6
8392,1433,Нептун,Плутон,Секстиль,59.9
8393,1434,Солнце,Уран,Оппозиция,177.6
8394,1434,Луна,Юпитер,Конъюнкция,0.9
8395,1434,Марс,Юпитер,Конъюнкция,2.2
8396,1434,Марс,Плутон,Секстиль,59.2
8397,1435,Солнце,Юпитер,Оппозиция,178.7
8398,1435,Луна,Сатурн,Квадрат,89.7
8399,1435,Сатурн,Уран,Секстиль,62
8400,1436,Меркурий,Нептун,Оппозиция,179.2
8401,1436,Венера,Марс,Конъюнкция,1.4
8402,1436,Венера,Сатурн,Оппозиция,179.3
8403,1436,Марс,Сатурн,Оппозиция,177.9
8404,1436,Юпитер,Уран,Конъюнкция,0.4
8405,1437,Солнце,Луна,Секстиль,62.7
8406,1437,Солнце,Юпитер,Конъюнкция,3
8407,1437,Солнце,Нептун,Секстиль,57.2
8408,1437,Луна,Нептун,Тригон,119.9
8409,1437,Меркурий,Марс,Квадрат,89.3
8410,1437,Венера,Марс,Тригон,121.3
8411,1437,Юпитер,Уран,Секстиль,57.8
8412,1437,Юпитер,Плутон,Конъюнкция,1.1
8413,1437,Уран,Плутон,Секстиль,58.9
8414,1438,Солнце,Нептун,Тригон,118
8415,1438,Луна,Венера,Оппозиция,178.1
8416,1438,Меркурий,Марс,Конъюнкция,2.9
8417,1438,Меркурий,Нептун,Квадрат,92.3
8418,1438,Венера,Юпитер,Квадрат,87.8
8419,1438,Марс,Нептун,Квадрат,89.3
8420,1438,Марс,Плутон,Оппозиция,178.5
8421,1438,Сатурн,Уран,Квадрат,90.1
8422,1438,Нептун,Плутон,Квадрат,92.2
8423,1439,Солнце,Нептун,Тригон,122.5
8424,1439,Солнце,Плутон,Секстиль,60.6
8425,1439,Луна,Венера,Квадрат,88.1
8426,1439,Луна,Юпитер,Секстиль,60.1
8427,1439,Луна,Сатурн,Тригон,120.2
8428,1439,Меркурий,Нептун,Тригон,119.1
8429,1439,Меркурий,Плутон,Секстиль,57.1
8430,1439,Марс,Уран,Тригон,119.3
8431,1439,Юпитер,Сатурн,Секстиль,60.1
8432,1439,Нептун,Плутон,Секстиль,62
8433,1440,Меркурий,Уран,Квадрат,89.6
8434,1440,Меркурий,Нептун,Тригон,123
8435,1440,Венера,Нептун,Секстиль,57.7
8436,1440,Уран,Плутон,Тригон,119.2
8437,1441,Солнце,Марс,Конъюнкция,2.3
8438,1441,Солнце,Сатурн,Секстиль,62.1
8439,1441,Солнце,Нептун,Квадрат,90.7
8440,1441,Луна,Марс,Тригон,121
8441,1441,Меркурий,Нептун,Тригон,118.3
8442,1441,Венера,Уран,Секстиль,58.9
8443,1441,Марс,Нептун,Квадрат,88.5
8444,1442,Луна,Меркурий,Секстиль,58
8445,1442,Луна,Сатурн,Квадрат,89.2
8446,1442,Венера,Юпитер,Квадрат,91.5
8447,1442,Марс,Уран,Конъюнкция,0.2
8448,1442,Марс,Нептун,Тригон,118.9
8449,1442,Марс,Плутон,Секстиль,62.8
8450,1442,Уран,Нептун,Тригон,118.7
8451,1442,Уран,Плутон,Секстиль,62.6
8452,1443,Солнце,Марс,Квадрат,89.2
8453,1443,Меркурий,Юпитер,Конъюнкция,0
8454,1443,Меркурий,Нептун,Тригон,120.5
8455,1443,Юпитер,Нептун,Тригон,120.5
8456,1443,Уран,Плутон,Секстиль,59.3
8457,1444,Луна,Уран,Квадрат,89.9
8458,1444,Меркурий,Юпитер,Секстиль,60.4
8459,1444,Венера,Юпитер,Квадрат,87.9
8460,1444,Марс,Сатурн,Тригон,117.4
8461,1444,Марс,Уран,Тригон,119.9
8462,1444,Сатурн,Уран,Тригон,122.7
8463,1445,Солнце,Юпитер,Квадрат,90.4
8464,1445,Солнце,Сатурн,Квадрат,90.4
8465,1445,Луна,Венера,Квадрат,91.6
8466,1445,Луна,Плутон,Секстиль,62.1
8467,1445,Меркурий,Уран,Секстиль,60.5
8468,1445,Меркурий,Нептун,Секстиль,57.4
8469,1445,Юпитер,Сатурн,Конъюнкция,0
8470,1445,Уран,Нептун,Тригон,117.9
8471,1446,Солнце,Луна,Тригон,121.1
8472,1446,Солнце,Марс,Квадрат,89.2
8473,1446,Меркурий,Юпитер,Тригон,117
8474,1446,Меркурий,Плутон,Тригон,119.2
8475,1446,Венера,Юпитер,Квадрат,88.6
8476,1447,Солнце,Марс,Квадрат,87.6
8477,1447,Солнце,Нептун,Конъюнкция,1
8478,1447,Меркурий,Сатурн,Конъюнкция,0.9
8479,1447,Юпитер,Сатурн,Тригон,117.4
8480,1448,Меркурий,Нептун,Тригон,118.5
8481,1448,Меркурий,Плутон,Секстиль,60
8482,1448,Венера,Юпитер,Тригон,118.5
8483,1448,Венера,Сатурн,Квадрат,88.9
8484,1448,Сатурн,Уран,Секстиль,61
8485,1448,Нептун,Плутон,Секстиль,58.6
8486,1449,Солнце,Меркурий,Конъюнкция,1
8487,1449,Меркурий,Уран,Оппозиция,177.4
8488,1449,Венера,Марс,Тригон,122.3
8489,1449,Марс,Сатурн,Квадрат,88.4
8490,1449,Юпитер,Нептун,Секстиль,58.1
8491,1450,Солнце,Сатурн,Тригон,117
8492,1450,Луна,Сатурн,Секстиль,57.9
8493,1450,Венера,Уран,Оппозиция,179.9
8494,1451,Солнце,Юпитер,Квадрат,89.5
8495,1451,Луна,Венера,Секстиль,58.5
8496,1451,Луна,Плутон,Квадрат,89.9
8497,1451,Меркурий,Плутон,Секстиль,58.9
8498,1451,Сатурн,Нептун,Оппозиция,179.6
8499,1452,Солнце,Меркурий,Конъюнкция,1.4
8500,1452,Солнце,Плутон,Тригон,121.3
8501,1452,Луна,Венера,Оппозиция,177.5
8502,1452,Луна,Марс,Квадрат,89.9
8503,1452,Меркурий,Нептун,Квадрат,93
8504,1452,Меркурий,Плутон,Тригон,122.7
8505,1452,Венера,Марс,Квадрат,92.6
8506,1452,Юпитер,Уран,Секстиль,57.6
8507,1452,Уран,Плутон,Квадрат,87.7
8508,1453,Солнце,Марс,Конъюнкция,2.1
8509,1453,Луна,Венера,Секстиль,61.5
8510,1453,Меркурий,Уран,Тригон,120.9
8511,1453,Юпитер,Плутон,Секстиль,61.1
8512,1454,Солнце,Марс,Квадрат,89.2
8513,1454,Солнце,Нептун,Секстиль,59.4
8514,1454,Солнце,Плутон,Секстиль,59.8
8515,1454,Луна,Венера,Секстиль,57.6
8516,1454,Марс,Уран,Секстиль,63
8517,1454,Нептун,Плутон,Конъюнкция,0.4
